id,code,name
enderase_interest_area_leadership_development,leadership_development,Leadership Development
enderase_interest_area_entrepreneurship,entrepreneurship,Entrepreneurship
enderase_interest_area_innovation_and_technology,innovation_and_technology,Innovation and Technology
enderase_interest_area_diplomacy,diplomacy,Diplomacy
enderase_interest_area_gender_and_youth_empowerment,gender_and_youth_empowerment,Gender and Youth Empowerment
enderase_interest_area_other,other,Other
